"filename", "language", "TypeScript", "JavaScript", "Markdown", "JSON with Comments", "JSON", "XML", "Rust", "Skill", "PostCSS", "HTML", "JSON Lines", "Svelte", "comment", "blank", "total"
"/home/xiaxiaobai/project/minecraft_modpack_creater/.reasonix/skills/svelte-core-bestpractices/references/hydratable.md", "Markdown", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 101
"/home/xiaxiaobai/project/minecraft_modpack_creater/.reasonix/skills/svelte-core-bestpractices/references/snippet.md", "Markdown", 0, 0, 202, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 66, 277
"/home/xiaxiaobai/project/minecraft_modpack_creater/.reasonix/skills/svelte-core-bestpractices/references/svelte-reactivity.md", "Markdown", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 62
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/ambient.d.ts", "TypeScript", 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 161, 9, 323
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/client-optimized/app.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/client-optimized/matchers.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/client-optimized/nodes/0.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/client-optimized/nodes/1.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/client-optimized/nodes/2.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/client-optimized/nodes/3.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/client/app.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 31
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/client/matchers.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/client/nodes/0.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/client/nodes/1.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/client/nodes/2.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/client/nodes/3.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/root.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/root.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 4, 11, 68
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/generated/server/internal.js", "JavaScript", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 55
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/non-ambient.d.ts", "TypeScript", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 45
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/.vite/manifest.json", "JSON", 0, 0, 0, 0, 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 145
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/assets/0.DYOwthTU.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/chunks/BG6meZ_a.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/chunks/BcuWPkBr.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/chunks/Dm9BhIit.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/chunks/QtgBLImv.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/chunks/YLSR-P-0.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/chunks/poxWE-3w.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/chunks/spwdXxo0.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/chunks/zww3e8SU.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/entry/app.kv8t7-A0.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/entry/start.DN9a9jHt.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/nodes/0.BOUYnMhm.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/nodes/1.CQ6PqZ-u.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/nodes/2.DgGWEhUk.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/immutable/nodes/3.BcqEsyxY.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/_app/version.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/svelte.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/tauri.svg", "XML", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/client/vite.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/prerendered/dependencies/_app/env.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/.vite/manifest.json", "JSON", 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/_app/immutable/assets/_layout.CMUl0zoF.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/chunks/environment.js", "JavaScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/chunks/escaping.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/chunks/exports.js", "JavaScript", 0, 291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 295
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/chunks/internal.js", "JavaScript", 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 135
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/chunks/render-context.js", "JavaScript", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 70
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/chunks/root.js", "JavaScript", 0, 3496, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 507, 1, 4004
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/chunks/shared.js", "JavaScript", 0, 970, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 1, 1003
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/chunks/state.svelte.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/chunks/utils.js", "JavaScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/chunks/workspace.js", "JavaScript", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 64
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/entries/fallbacks/error.svelte.js", "JavaScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 45
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/entries/pages/_layout.svelte.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/entries/pages/_layout.ts.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/entries/pages/_page.svelte.js", "JavaScript", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 44
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/entries/pages/workspace/_id_/_page.svelte.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/index.js", "JavaScript", 0, 3656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 213, 2, 3871
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/internal.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/manifest-full.js", "JavaScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/manifest.js", "JavaScript", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 48
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/nodes/0.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/nodes/1.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/nodes/2.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/nodes/3.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/output/server/remote-entry.js", "JavaScript", 0, 696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 1, 720
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/tsconfig.json", "JSON with Comments", 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/types/route_meta_data.json", "JSON", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/types/src/routes/$types.d.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 25
"/home/xiaxiaobai/project/minecraft_modpack_creater/.svelte-kit/types/src/routes/workspace/[id]/$types.d.ts", "TypeScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18
"/home/xiaxiaobai/project/minecraft_modpack_creater/README.md", "Markdown", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/env.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/assets/0.DYOwthTU.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/chunks/BG6meZ_a.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/chunks/BcuWPkBr.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/chunks/Dm9BhIit.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/chunks/QtgBLImv.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/chunks/YLSR-P-0.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/chunks/poxWE-3w.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/chunks/spwdXxo0.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/chunks/zww3e8SU.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/entry/app.kv8t7-A0.js", "JavaScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/entry/start.DN9a9jHt.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/nodes/0.BOUYnMhm.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/nodes/1.CQ6PqZ-u.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/nodes/2.DgGWEhUk.js", "JavaScript", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/immutable/nodes/3.BcqEsyxY.js", "JavaScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/_app/version.json", "JSON", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 4, 42
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/svelte.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/tauri.svg", "XML", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/xiaxiaobai/project/minecraft_modpack_creater/build/vite.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/mc_launcher_core/src/auth/mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 8, 5, 28
"/home/xiaxiaobai/project/minecraft_modpack_creater/mc_launcher_core/src/auth/offline.rs", "Rust", 0, 0, 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 32, 20, 139
"/home/xiaxiaobai/project/minecraft_modpack_creater/mc_launcher_core/src/launch/mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 7, 10, 38
"/home/xiaxiaobai/project/minecraft_modpack_creater/mc_launcher_core/src/launch/offline.rs", "Rust", 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 0, 0, 76, 49, 361
"/home/xiaxiaobai/project/minecraft_modpack_creater/mc_launcher_core/src/lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 25, 2, 29
"/home/xiaxiaobai/project/minecraft_modpack_creater/package-lock.json", "JSON", 0, 0, 0, 0, 3040, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3041
"/home/xiaxiaobai/project/minecraft_modpack_creater/package.json", "JSON", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35
"/home/xiaxiaobai/project/minecraft_modpack_creater/postcss.config.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/xiaxiaobai/project/minecraft_modpack_creater/src-tauri/build.rs", "Rust", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/home/xiaxiaobai/project/minecraft_modpack_creater/src-tauri/capabilities/default.json", "JSON", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/xiaxiaobai/project/minecraft_modpack_creater/src-tauri/src/commands/download.rs", "Rust", 0, 0, 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 6, 25, 155
"/home/xiaxiaobai/project/minecraft_modpack_creater/src-tauri/src/commands/launch.rs", "Rust", 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 15, 85
"/home/xiaxiaobai/project/minecraft_modpack_creater/src-tauri/src/commands/mod.rs", "Rust", 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"/home/xiaxiaobai/project/minecraft_modpack_creater/src-tauri/src/commands/workspace.rs", "Rust", 0, 0, 0, 0, 0, 0, 153, 0, 0, 0, 0, 0, 13, 27, 193
"/home/xiaxiaobai/project/minecraft_modpack_creater/src-tauri/src/lib.rs", "Rust", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"/home/xiaxiaobai/project/minecraft_modpack_creater/src-tauri/src/main.rs", "Rust", 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 2, 7
"/home/xiaxiaobai/project/minecraft_modpack_creater/src-tauri/tauri.conf.json", "JSON", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"/home/xiaxiaobai/project/minecraft_modpack_creater/src/app.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 4
"/home/xiaxiaobai/project/minecraft_modpack_creater/src/app.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"/home/xiaxiaobai/project/minecraft_modpack_creater/src/lib/components/ConfigTab.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 7, 12, 147
"/home/xiaxiaobai/project/minecraft_modpack_creater/src/lib/components/ModsTab.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/src/lib/components/OverviewTab.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/src/lib/mock/data.ts", "TypeScript", 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 118
"/home/xiaxiaobai/project/minecraft_modpack_creater/src/lib/stores/workspace.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 60
"/home/xiaxiaobai/project/minecraft_modpack_creater/src/lib/types/index.ts", "TypeScript", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 44
"/home/xiaxiaobai/project/minecraft_modpack_creater/src/routes/+layout.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 7, 11, 77
"/home/xiaxiaobai/project/minecraft_modpack_creater/src/routes/+layout.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"/home/xiaxiaobai/project/minecraft_modpack_creater/src/routes/+page.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/src/routes/workspace/[id]/+page.svelte", "Svelte", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 10, 90
"/home/xiaxiaobai/project/minecraft_modpack_creater/static/svelte.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/static/tauri.svg", "XML", 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/xiaxiaobai/project/minecraft_modpack_creater/static/vite.svg", "XML", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/xiaxiaobai/project/minecraft_modpack_creater/svelte.config.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 3, 19
"/home/xiaxiaobai/project/minecraft_modpack_creater/tailwind.config.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 17
"/home/xiaxiaobai/project/minecraft_modpack_creater/tmp-write-overview.js", "JavaScript", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 90
